[INFO] [launch]: All log files can be found below /home/drone/.ros/log/2026-07-17-18-09-20-381338-drone-ASUS-TUF-Gaming-F15-FX507VV-FX507VV-55103
[INFO] [launch]: Default logging verbosity is set to INFO
[INFO] [mavros_node-1]: process started with pid [55104]
[mavros_node-1] [INFO] [1784308160.486635340] [mavros.mavros_node]: Starting mavros_node container
[mavros_node-1] [INFO] [1784308160.486688212] [mavros.mavros_node]: FCU URL: udp://:14540@127.0.0.1:14557
[mavros_node-1] [INFO] [1784308160.486693407] [mavros.mavros_node]: GCS URL: 
[mavros_node-1] [INFO] [1784308160.486696388] [mavros.mavros_node]: UAS Prefix: /uas1
[mavros_node-1] [INFO] [1784308160.486699165] [mavros.mavros_node]: Starting mavros router node
[mavros_node-1] [INFO] [1784308160.490181717] [mavros.mavros_router]: Built-in SIMD instructions: SSE, SSE2
[mavros_node-1] [INFO] [1784308160.490194636] [mavros.mavros_router]: Built-in MAVLink package version: 2026.3.3
[mavros_node-1] [INFO] [1784308160.490202426] [mavros.mavros_router]: Known MAVLink dialects: common ardupilotmega ASLUAV AVSSUAS all csAirLink cubepilot development icarous loweheiser marsh matrixpilot paparazzi standard stemstudios storm32 uAvionix ualberta
[mavros_node-1] [INFO] [1784308160.490205878] [mavros.mavros_router]: MAVROS Router started
[mavros_node-1] [INFO] [1784308160.490228885] [mavros.mavros_node]: Starting mavros uas node
[mavros_node-1] [INFO] [1784308160.509391997] [mavros.mavros_router]: Requested to add endpoint: type: 0, url: udp://:14540@127.0.0.1:14557
[mavros_node-1] [INFO] [1784308160.509421494] [mavros.mavros_router]: Endpoint link[1000] created
[mavros_node-1] [INFO] [1784308160.509660746] [mavros.mavros_router]: link[1000] opened successfully
[mavros_node-1] [INFO] [1784308160.509669614] [mavros.mavros_router]: Requested to add endpoint: type: 2, url: /uas1
[mavros_node-1] [INFO] [1784308160.509677545] [mavros.mavros_router]: Endpoint link[1001] created
[mavros_node-1] [INFO] [1784308160.510638604] [mavros.mavros_router]: link[1001] opened successfully
[mavros_node-1] [INFO] [1784308160.511443434] [mavros.mavros_router]: link[1000] detected remote address 1.1
[mavros_node-1] [INFO] [1784308160.519459503] [mavros.mavros]: UAS Executor started, threads: 16
[mavros_node-1] [INFO] [1784308160.528363113] [mavros.mavros]: Plugin actuator_control created
[mavros_node-1] [INFO] [1784308160.528389119] [mavros.mavros]: Plugin actuator_control initialized
[mavros_node-1] [INFO] [1784308160.539758281] [mavros.mavros]: Plugin adsb created
[mavros_node-1] [INFO] [1784308160.539781093] [mavros.mavros]: Plugin adsb initialized
[mavros_node-1] [INFO] [1784308160.542768930] [mavros.mavros]: Plugin altitude created
[mavros_node-1] [INFO] [1784308160.542791370] [mavros.mavros]: Plugin altitude initialized
[mavros_node-1] [INFO] [1784308160.545563155] [mavros.mavros]: Plugin cam_imu_sync created
[mavros_node-1] [INFO] [1784308160.545582724] [mavros.mavros]: Plugin cam_imu_sync initialized
[mavros_node-1] [INFO] [1784308160.548477499] [mavros.mavros]: Plugin camera created
[mavros_node-1] [INFO] [1784308160.548497854] [mavros.mavros]: Plugin camera initialized
[mavros_node-1] [INFO] [1784308160.551330785] [mavros.mavros]: Plugin cellular_status created
[mavros_node-1] [INFO] [1784308160.551346446] [mavros.mavros]: Plugin cellular_status initialized
[mavros_node-1] [INFO] [1784308160.555818735] [mavros.mavros]: Plugin command created
[mavros_node-1] [INFO] [1784308160.555841223] [mavros.mavros]: Plugin command initialized
[mavros_node-1] [INFO] [1784308160.559006115] [mavros.mavros]: Plugin companion_process_status created
[mavros_node-1] [INFO] [1784308160.559023150] [mavros.mavros]: Plugin companion_process_status initialized
