[INFO] [launch]: All log files can be found below /home/drone/.ros/log/2026-07-17-18-23-40-279823-drone-ASUS-TUF-Gaming-F15-FX507VV-FX507VV-58396
[INFO] [launch]: Default logging verbosity is set to INFO
[INFO] [mavros_node-1]: process started with pid [58397]
[mavros_node-1] [INFO] [1784309020.379403480] [mavros.mavros_node]: Starting mavros_node container
[mavros_node-1] [INFO] [1784309020.379445077] [mavros.mavros_node]: FCU URL: udp://:14540@127.0.0.1:14557
[mavros_node-1] [INFO] [1784309020.379449639] [mavros.mavros_node]: GCS URL: 
[mavros_node-1] [INFO] [1784309020.379452593] [mavros.mavros_node]: UAS Prefix: /uas1
[mavros_node-1] [INFO] [1784309020.379455192] [mavros.mavros_node]: Starting mavros router node
[mavros_node-1] [INFO] [1784309020.382758280] [mavros.mavros_router]: Built-in SIMD instructions: SSE, SSE2
[mavros_node-1] [INFO] [1784309020.382774179] [mavros.mavros_router]: Built-in MAVLink package version: 2026.3.3
[mavros_node-1] [INFO] [1784309020.382781405] [mavros.mavros_router]: Known MAVLink dialects: common ardupilotmega ASLUAV AVSSUAS all csAirLink cubepilot development icarous loweheiser marsh matrixpilot paparazzi standard stemstudios storm32 uAvionix ualberta
[mavros_node-1] [INFO] [1784309020.382785586] [mavros.mavros_router]: MAVROS Router started
[mavros_node-1] [INFO] [1784309020.382809589] [mavros.mavros_node]: Starting mavros uas node
[mavros_node-1] [INFO] [1784309020.401347500] [mavros.mavros_router]: Requested to add endpoint: type: 0, url: udp://:14540@127.0.0.1:14557
[mavros_node-1] [INFO] [1784309020.401373986] [mavros.mavros_router]: Endpoint link[1000] created
[mavros_node-1] [INFO] [1784309020.401602244] [mavros.mavros_router]: link[1000] opened successfully
[mavros_node-1] [INFO] [1784309020.401610637] [mavros.mavros_router]: Requested to add endpoint: type: 2, url: /uas1
[mavros_node-1] [INFO] [1784309020.401618659] [mavros.mavros_router]: Endpoint link[1001] created
[mavros_node-1] [INFO] [1784309020.402505544] [mavros.mavros_router]: link[1001] opened successfully
[mavros_node-1] [INFO] [1784309020.403177934] [mavros.mavros_router]: link[1000] detected remote address 1.1
[mavros_node-1] [INFO] [1784309020.411372879] [mavros.mavros]: UAS Executor started, threads: 16
[mavros_node-1] [INFO] [1784309020.419741694] [mavros.mavros]: Plugin actuator_control created
