[INFO] [launch]: All log files can be found below /home/drone/.ros/log/2026-07-17-22-41-24-883352-drone-ASUS-TUF-Gaming-F15-FX507VV-FX507VV-83484
[INFO] [launch]: Default logging verbosity is set to INFO
[INFO] [mavros_node-1]: process started with pid [83485]
[mavros_node-1] [INFO] [1784324484.980120258] [mavros.mavros_node]: Starting mavros_node container
[mavros_node-1] [INFO] [1784324484.980163193] [mavros.mavros_node]: FCU URL: udp://:14540@127.0.0.1:14557
[mavros_node-1] [INFO] [1784324484.980168441] [mavros.mavros_node]: GCS URL: 
[mavros_node-1] [INFO] [1784324484.980171264] [mavros.mavros_node]: UAS Prefix: /uas1
[mavros_node-1] [INFO] [1784324484.980173771] [mavros.mavros_node]: Starting mavros router node
[mavros_node-1] [INFO] [1784324484.983244422] [mavros.mavros_router]: Built-in SIMD instructions: SSE, SSE2
[mavros_node-1] [INFO] [1784324484.983257504] [mavros.mavros_router]: Built-in MAVLink package version: 2026.3.3
[mavros_node-1] [INFO] [1784324484.983264240] [mavros.mavros_router]: Known MAVLink dialects: common ardupilotmega ASLUAV AVSSUAS all csAirLink cubepilot development icarous loweheiser marsh matrixpilot paparazzi standard stemstudios storm32 uAvionix ualberta
[mavros_node-1] [INFO] [1784324484.983267876] [mavros.mavros_router]: MAVROS Router started
[mavros_node-1] [INFO] [1784324484.983289789] [mavros.mavros_node]: Starting mavros uas node
[mavros_node-1] [INFO] [1784324485.000739245] [mavros.mavros_router]: Requested to add endpoint: type: 0, url: udp://:14540@127.0.0.1:14557
[mavros_node-1] [INFO] [1784324485.000769258] [mavros.mavros_router]: Endpoint link[1000] created
[mavros_node-1] [INFO] [1784324485.001006962] [mavros.mavros_router]: link[1000] opened successfully
[mavros_node-1] [INFO] [1784324485.001017337] [mavros.mavros_router]: Requested to add endpoint: type: 2, url: /uas1
[mavros_node-1] [INFO] [1784324485.001025589] [mavros.mavros_router]: Endpoint link[1001] created
[mavros_node-1] [INFO] [1784324485.001901606] [mavros.mavros_router]: link[1001] opened successfully
[mavros_node-1] [INFO] [1784324485.006212914] [mavros.mavros_router]: link[1000] detected remote address 1.1
[mavros_node-1] [INFO] [1784324485.010875500] [mavros.mavros]: UAS Executor started, threads: 16
[mavros_node-1] [INFO] [1784324485.018969063] [mavros.mavros]: Plugin actuator_control created
[mavros_node-1] [INFO] [1784324485.018993625] [mavros.mavros]: Plugin actuator_control initialized
[mavros_node-1] [INFO] [1784324485.029895381] [mavros.mavros]: Plugin adsb created
[mavros_node-1] [INFO] [1784324485.029918106] [mavros.mavros]: Plugin adsb initialized
[mavros_node-1] [INFO] [1784324485.032351412] [mavros.mavros]: Plugin altitude created
[mavros_node-1] [INFO] [1784324485.032370829] [mavros.mavros]: Plugin altitude initialized
[mavros_node-1] [INFO] [1784324485.034737765] [mavros.mavros]: Plugin cam_imu_sync created
[mavros_node-1] [INFO] [1784324485.034756240] [mavros.mavros]: Plugin cam_imu_sync initialized
[mavros_node-1] [INFO] [1784324485.037218614] [mavros.mavros]: Plugin camera created
[mavros_node-1] [INFO] [1784324485.037236959] [mavros.mavros]: Plugin camera initialized
[mavros_node-1] [INFO] [1784324485.039746011] [mavros.mavros]: Plugin cellular_status created
[mavros_node-1] [INFO] [1784324485.039760356] [mavros.mavros]: Plugin cellular_status initialized
[mavros_node-1] [INFO] [1784324485.043614700] [mavros.mavros]: Plugin command created
[mavros_node-1] [INFO] [1784324485.043636670] [mavros.mavros]: Plugin command initialized
[mavros_node-1] [INFO] [1784324485.046372713] [mavros.mavros]: Plugin companion_process_status created
[mavros_node-1] [INFO] [1784324485.046387806] [mavros.mavros]: Plugin companion_process_status initialized
[mavros_node-1] [INFO] [1784324485.049547813] [mavros.mavros]: Plugin debug_value created
[mavros_node-1] [INFO] [1784324485.049573556] [mavros.mavros]: Plugin debug_value initialized
[mavros_node-1] [INFO] [1784324485.049578540] [mavros.mavros]: Plugin distance_sensor ignored
[mavros_node-1] [INFO] [1784324485.052631489] [mavros.mavros]: Plugin esc_status created
[mavros_node-1] [INFO] [1784324485.052652461] [mavros.mavros]: Plugin esc_status initialized
[mavros_node-1] [INFO] [1784324485.055631327] [mavros.mavros]: Plugin esc_telemetry created
[mavros_node-1] [INFO] [1784324485.055653084] [mavros.mavros]: Plugin esc_telemetry initialized
[mavros_node-1] [INFO] [1784324485.059419816] [mavros.mavros]: Plugin fake_gps created
[mavros_node-1] [INFO] [1784324485.059446262] [mavros.mavros]: Plugin fake_gps initialized
[mavros_node-1] [INFO] [1784324485.064283465] [mavros.mavros]: Plugin ftp created
[mavros_node-1] [INFO] [1784324485.064314566] [mavros.mavros]: Plugin ftp initialized
[mavros_node-1] [INFO] [1784324485.068066080] [mavros.mavros]: Plugin geofence created
[mavros_node-1] [INFO] [1784324485.068092697] [mavros.mavros]: Plugin geofence initialized
[mavros_node-1] [INFO] [1784324485.073593355] [mavros.mavros]: Plugin gimbal_control created
[mavros_node-1] [INFO] [1784324485.073622759] [mavros.mavros]: Plugin gimbal_control initialized
[mavros_node-1] [INFO] [1784324485.079784859] [mavros.mavros]: Plugin global_position created
[mavros_node-1] [INFO] [1784324485.079831849] [mavros.mavros]: Plugin global_position initialized
[mavros_node-1] [INFO] [1784324485.083449115] [mavros.mavros]: Plugin gps_input created
[mavros_node-1] [INFO] [1784324485.083466041] [mavros.mavros]: Plugin gps_input initialized
