[INFO] [launch]: All log files can be found below /home/drone/.ros/log/2026-07-18-23-59-57-984927-drone-ASUS-TUF-Gaming-F15-FX507VV-FX507VV-129396
[INFO] [launch]: Default logging verbosity is set to INFO
[INFO] [mavros_node-1]: process started with pid [129397]
[mavros_node-1] [INFO] [1784415598.083257336] [mavros.mavros_node]: Starting mavros_node container
[mavros_node-1] [INFO] [1784415598.083299438] [mavros.mavros_node]: FCU URL: udp://:14540@127.0.0.1:14557
[mavros_node-1] [INFO] [1784415598.083304453] [mavros.mavros_node]: GCS URL: 
[mavros_node-1] [INFO] [1784415598.083307248] [mavros.mavros_node]: UAS Prefix: /uas1
[mavros_node-1] [INFO] [1784415598.083309822] [mavros.mavros_node]: Starting mavros router node
[mavros_node-1] [INFO] [1784415598.086412434] [mavros.mavros_router]: Built-in SIMD instructions: SSE, SSE2
[mavros_node-1] [INFO] [1784415598.086429338] [mavros.mavros_router]: Built-in MAVLink package version: 2026.3.3
[mavros_node-1] [INFO] [1784415598.086436874] [mavros.mavros_router]: Known MAVLink dialects: common ardupilotmega ASLUAV AVSSUAS all csAirLink cubepilot development icarous loweheiser marsh matrixpilot paparazzi standard stemstudios storm32 uAvionix ualberta
[mavros_node-1] [INFO] [1784415598.086440832] [mavros.mavros_router]: MAVROS Router started
[mavros_node-1] [INFO] [1784415598.086463356] [mavros.mavros_node]: Starting mavros uas node
[mavros_node-1] [INFO] [1784415598.104270289] [mavros.mavros_router]: Requested to add endpoint: type: 0, url: udp://:14540@127.0.0.1:14557
[mavros_node-1] [INFO] [1784415598.104303907] [mavros.mavros_router]: Endpoint link[1000] created
[mavros_node-1] [INFO] [1784415598.104532016] [mavros.mavros_router]: link[1000] opened successfully
[mavros_node-1] [INFO] [1784415598.104540475] [mavros.mavros_router]: Requested to add endpoint: type: 2, url: /uas1
[mavros_node-1] [INFO] [1784415598.104548632] [mavros.mavros_router]: Endpoint link[1001] created
[mavros_node-1] [INFO] [1784415598.105525086] [mavros.mavros_router]: link[1001] opened successfully
[mavros_node-1] [INFO] [1784415598.114433956] [mavros.mavros]: UAS Executor started, threads: 16
[mavros_node-1] [INFO] [1784415598.116128725] [mavros.mavros_router]: link[1000] detected remote address 1.1
[mavros_node-1] [INFO] [1784415598.122512372] [mavros.mavros]: Plugin actuator_control created
[mavros_node-1] [INFO] [1784415598.122537443] [mavros.mavros]: Plugin actuator_control initialized
[mavros_node-1] [INFO] [1784415598.133167226] [mavros.mavros]: Plugin adsb created
[mavros_node-1] [INFO] [1784415598.133189518] [mavros.mavros]: Plugin adsb initialized
[mavros_node-1] [INFO] [1784415598.135578216] [mavros.mavros]: Plugin altitude created
[mavros_node-1] [INFO] [1784415598.135598113] [mavros.mavros]: Plugin altitude initialized
[mavros_node-1] [INFO] [1784415598.137965488] [mavros.mavros]: Plugin cam_imu_sync created
[mavros_node-1] [INFO] [1784415598.137983236] [mavros.mavros]: Plugin cam_imu_sync initialized
[mavros_node-1] [INFO] [1784415598.140437694] [mavros.mavros]: Plugin camera created
[mavros_node-1] [INFO] [1784415598.140454942] [mavros.mavros]: Plugin camera initialized
[mavros_node-1] [INFO] [1784415598.142924969] [mavros.mavros]: Plugin cellular_status created
[mavros_node-1] [INFO] [1784415598.142939744] [mavros.mavros]: Plugin cellular_status initialized
[mavros_node-1] [INFO] [1784415598.146782944] [mavros.mavros]: Plugin command created
[mavros_node-1] [INFO] [1784415598.146806151] [mavros.mavros]: Plugin command initialized
[mavros_node-1] [INFO] [1784415598.149443838] [mavros.mavros]: Plugin companion_process_status created
[mavros_node-1] [INFO] [1784415598.149483152] [mavros.mavros]: Plugin companion_process_status initialized
[mavros_node-1] [INFO] [1784415598.152656215] [mavros.mavros]: Plugin debug_value created
[mavros_node-1] [INFO] [1784415598.152682174] [mavros.mavros]: Plugin debug_value initialized
[mavros_node-1] [INFO] [1784415598.152686977] [mavros.mavros]: Plugin distance_sensor ignored
[mavros_node-1] [INFO] [1784415598.155680479] [mavros.mavros]: Plugin esc_status created
[mavros_node-1] [INFO] [1784415598.155702018] [mavros.mavros]: Plugin esc_status initialized
[mavros_node-1] [INFO] [1784415598.158615018] [mavros.mavros]: Plugin esc_telemetry created
[mavros_node-1] [INFO] [1784415598.158637318] [mavros.mavros]: Plugin esc_telemetry initialized
[mavros_node-1] [INFO] [1784415598.162230889] [mavros.mavros]: Plugin fake_gps created
[mavros_node-1] [INFO] [1784415598.162250775] [mavros.mavros]: Plugin fake_gps initialized
[mavros_node-1] [INFO] [1784415598.167127448] [mavros.mavros]: Plugin ftp created
[mavros_node-1] [INFO] [1784415598.167155275] [mavros.mavros]: Plugin ftp initialized
[mavros_node-1] [INFO] [1784415598.170969252] [mavros.mavros]: Plugin geofence created
[mavros_node-1] [INFO] [1784415598.170995793] [mavros.mavros]: Plugin geofence initialized
[mavros_node-1] [INFO] [1784415598.176338578] [mavros.mavros]: Plugin gimbal_control created
[mavros_node-1] [INFO] [1784415598.176363958] [mavros.mavros]: Plugin gimbal_control initialized
[mavros_node-1] [INFO] [1784415598.182352722] [mavros.mavros]: Plugin global_position created
[mavros_node-1] [INFO] [1784415598.182399496] [mavros.mavros]: Plugin global_position initialized
[mavros_node-1] [INFO] [1784415598.186010902] [mavros.mavros]: Plugin gps_input created
[mavros_node-1] [INFO] [1784415598.186037077] [mavros.mavros]: Plugin gps_input initialized
[mavros_node-1] [INFO] [1784415598.189847766] [mavros.mavros]: Plugin gps_rtk created
[mavros_node-1] [INFO] [1784415598.189873634] [mavros.mavros]: Plugin gps_rtk initialized
[mavros_node-1] [INFO] [1784415598.194066607] [mavros.mavros]: Plugin gps_status created
[mavros_node-1] [INFO] [1784415598.194089549] [mavros.mavros]: Plugin gps_status initialized
[mavros_node-1] [INFO] [1784415598.198034828] [mavros.mavros]: Plugin guided_target created
[mavros_node-1] [INFO] [1784415598.198054327] [mavros.mavros]: Plugin guided_target initialized
[mavros_node-1] [INFO] [1784415598.202830791] [mavros.mavros]: Plugin hil created
[mavros_node-1] [INFO] [1784415598.202861902] [mavros.mavros]: Plugin hil initialized
[mavros_node-1] [INFO] [1784415598.207051728] [mavros.mavros]: Plugin home_position created
[mavros_node-1] [INFO] [1784415598.207071748] [mavros.mavros]: Plugin home_position initialized
[mavros_node-1] [INFO] [1784415598.212211293] [mavros.mavros]: Plugin imu created
[mavros_node-1] [INFO] [1784415598.212238708] [mavros.mavros]: Plugin imu initialized
[mavros_node-1] [INFO] [1784415598.217577357] [mavros.mavros]: Plugin landing_target created
[mavros_node-1] [INFO] [1784415598.217600116] [mavros.mavros]: Plugin landing_target initialized
[mavros_node-1] [INFO] [1784415598.222820508] [mavros.mavros]: Plugin local_position created
[mavros_node-1] [INFO] [1784415598.222853635] [mavros.mavros]: Plugin local_position initialized
[mavros_node-1] [INFO] [1784415598.228303870] [mavros.mavros]: Plugin log_transfer created
[mavros_node-1] [INFO] [1784415598.228326367] [mavros.mavros]: Plugin log_transfer initialized
[mavros_node-1] [INFO] [1784415598.232874094] [mavros.mavros]: Plugin mag_calibration_status created
[mavros_node-1] [INFO] [1784415598.232897128] [mavros.mavros]: Plugin mag_calibration_status initialized
[mavros_node-1] [INFO] [1784415598.237596467] [mavros.mavros]: Plugin manual_control created
[mavros_node-1] [INFO] [1784415598.237617362] [mavros.mavros]: Plugin manual_control initialized
[mavros_node-1] [INFO] [1784415598.242209489] [mavros.mavros]: Plugin mocap_pose_estimate created
