[INFO] [launch]: All log files can be found below /home/drone/.ros/log/2026-07-18-00-01-13-610604-drone-ASUS-TUF-Gaming-F15-FX507VV-FX507VV-99093
[INFO] [launch]: Default logging verbosity is set to INFO
[INFO] [mavros_node-1]: process started with pid [99094]
[mavros_node-1] [INFO] [1784329273.709998982] [mavros.mavros_node]: Starting mavros_node container
[mavros_node-1] [INFO] [1784329273.710041650] [mavros.mavros_node]: FCU URL: udp://:14540@127.0.0.1:14557
[mavros_node-1] [INFO] [1784329273.710046223] [mavros.mavros_node]: GCS URL: 
[mavros_node-1] [INFO] [1784329273.710049130] [mavros.mavros_node]: UAS Prefix: /uas1
[mavros_node-1] [INFO] [1784329273.710051714] [mavros.mavros_node]: Starting mavros router node
[mavros_node-1] [INFO] [1784329273.713047836] [mavros.mavros_router]: Built-in SIMD instructions: SSE, SSE2
[mavros_node-1] [INFO] [1784329273.713061483] [mavros.mavros_router]: Built-in MAVLink package version: 2026.3.3
[mavros_node-1] [INFO] [1784329273.713068395] [mavros.mavros_router]: Known MAVLink dialects: common ardupilotmega ASLUAV AVSSUAS all csAirLink cubepilot development icarous loweheiser marsh matrixpilot paparazzi standard stemstudios storm32 uAvionix ualberta
[mavros_node-1] [INFO] [1784329273.713072536] [mavros.mavros_router]: MAVROS Router started
[mavros_node-1] [INFO] [1784329273.713099641] [mavros.mavros_node]: Starting mavros uas node
[mavros_node-1] [INFO] [1784329273.731440004] [mavros.mavros_router]: Requested to add endpoint: type: 0, url: udp://:14540@127.0.0.1:14557
[mavros_node-1] [INFO] [1784329273.731468228] [mavros.mavros_router]: Endpoint link[1000] created
[mavros_node-1] [INFO] [1784329273.731696116] [mavros.mavros_router]: link[1000] opened successfully
[mavros_node-1] [INFO] [1784329273.731704685] [mavros.mavros_router]: Requested to add endpoint: type: 2, url: /uas1
[mavros_node-1] [INFO] [1784329273.731712938] [mavros.mavros_router]: Endpoint link[1001] created
[mavros_node-1] [INFO] [1784329273.732565908] [mavros.mavros_router]: link[1001] opened successfully
[mavros_node-1] [INFO] [1784329273.737815369] [mavros.mavros_router]: link[1000] detected remote address 1.1
[mavros_node-1] [INFO] [1784329273.741492185] [mavros.mavros]: UAS Executor started, threads: 16
[mavros_node-1] [INFO] [1784329273.752016690] [mavros.mavros]: Plugin actuator_control created
[mavros_node-1] [INFO] [1784329273.752042103] [mavros.mavros]: Plugin actuator_control initialized
[mavros_node-1] [INFO] [1784329273.762849669] [mavros.mavros]: Plugin adsb created
[mavros_node-1] [INFO] [1784329273.762871511] [mavros.mavros]: Plugin adsb initialized
[mavros_node-1] [INFO] [1784329273.765248893] [mavros.mavros]: Plugin altitude created
[mavros_node-1] [INFO] [1784329273.765266964] [mavros.mavros]: Plugin altitude initialized
[mavros_node-1] [INFO] [1784329273.767663564] [mavros.mavros]: Plugin cam_imu_sync created
[mavros_node-1] [INFO] [1784329273.767683371] [mavros.mavros]: Plugin cam_imu_sync initialized
[mavros_node-1] [INFO] [1784329273.770163170] [mavros.mavros]: Plugin camera created
[mavros_node-1] [INFO] [1784329273.770187990] [mavros.mavros]: Plugin camera initialized
[mavros_node-1] [INFO] [1784329273.772690842] [mavros.mavros]: Plugin cellular_status created
[mavros_node-1] [INFO] [1784329273.772725859] [mavros.mavros]: Plugin cellular_status initialized
[mavros_node-1] [INFO] [1784329273.776594951] [mavros.mavros]: Plugin command created
[mavros_node-1] [INFO] [1784329273.776616232] [mavros.mavros]: Plugin command initialized
[mavros_node-1] [INFO] [1784329273.779281646] [mavros.mavros]: Plugin companion_process_status created
[mavros_node-1] [INFO] [1784329273.779302892] [mavros.mavros]: Plugin companion_process_status initialized
[mavros_node-1] [INFO] [1784329273.782610589] [mavros.mavros]: Plugin debug_value created
[mavros_node-1] [INFO] [1784329273.782635429] [mavros.mavros]: Plugin debug_value initialized
[mavros_node-1] [INFO] [1784329273.782640202] [mavros.mavros]: Plugin distance_sensor ignored
[mavros_node-1] [INFO] [1784329273.785682359] [mavros.mavros]: Plugin esc_status created
[mavros_node-1] [INFO] [1784329273.785703132] [mavros.mavros]: Plugin esc_status initialized
[mavros_node-1] [INFO] [1784329273.788749387] [mavros.mavros]: Plugin esc_telemetry created
[mavros_node-1] [INFO] [1784329273.788771197] [mavros.mavros]: Plugin esc_telemetry initialized
[mavros_node-1] [INFO] [1784329273.792349723] [mavros.mavros]: Plugin fake_gps created
[mavros_node-1] [INFO] [1784329273.792383769] [mavros.mavros]: Plugin fake_gps initialized
[mavros_node-1] [INFO] [1784329273.797376483] [mavros.mavros]: Plugin ftp created
[mavros_node-1] [INFO] [1784329273.797397314] [mavros.mavros]: Plugin ftp initialized
[mavros_node-1] [INFO] [1784329273.801228760] [mavros.mavros]: Plugin geofence created
