[INFO] [launch]: All log files can be found below /home/drone/.ros/log/2026-07-18-00-12-13-612955-drone-ASUS-TUF-Gaming-F15-FX507VV-FX507VV-102017
[INFO] [launch]: Default logging verbosity is set to INFO
[INFO] [mavros_node-1]: process started with pid [102018]
[mavros_node-1] [INFO] [1784329933.711344035] [mavros.mavros_node]: Starting mavros_node container
[mavros_node-1] [INFO] [1784329933.711386018] [mavros.mavros_node]: FCU URL: udp://:14540@127.0.0.1:14557
[mavros_node-1] [INFO] [1784329933.711390779] [mavros.mavros_node]: GCS URL: 
[mavros_node-1] [INFO] [1784329933.711393660] [mavros.mavros_node]: UAS Prefix: /uas1
[mavros_node-1] [INFO] [1784329933.711396391] [mavros.mavros_node]: Starting mavros router node
[mavros_node-1] [INFO] [1784329933.714509361] [mavros.mavros_router]: Built-in SIMD instructions: SSE, SSE2
[mavros_node-1] [INFO] [1784329933.714521972] [mavros.mavros_router]: Built-in MAVLink package version: 2026.3.3
[mavros_node-1] [INFO] [1784329933.714529423] [mavros.mavros_router]: Known MAVLink dialects: common ardupilotmega ASLUAV AVSSUAS all csAirLink cubepilot development icarous loweheiser marsh matrixpilot paparazzi standard stemstudios storm32 uAvionix ualberta
[mavros_node-1] [INFO] [1784329933.714533060] [mavros.mavros_router]: MAVROS Router started
[mavros_node-1] [INFO] [1784329933.714556288] [mavros.mavros_node]: Starting mavros uas node
[mavros_node-1] [INFO] [1784329933.732391487] [mavros.mavros_router]: Requested to add endpoint: type: 0, url: udp://:14540@127.0.0.1:14557
[mavros_node-1] [INFO] [1784329933.732421820] [mavros.mavros_router]: Endpoint link[1000] created
[mavros_node-1] [INFO] [1784329933.732647686] [mavros.mavros_router]: link[1000] opened successfully
[mavros_node-1] [INFO] [1784329933.732657120] [mavros.mavros_router]: Requested to add endpoint: type: 2, url: /uas1
[mavros_node-1] [INFO] [1784329933.732665417] [mavros.mavros_router]: Endpoint link[1001] created
[mavros_node-1] [INFO] [1784329933.733559705] [mavros.mavros_router]: link[1001] opened successfully
[mavros_node-1] [INFO] [1784329933.735343582] [mavros.mavros_router]: link[1000] detected remote address 1.1
[mavros_node-1] [INFO] [1784329933.742426507] [mavros.mavros]: UAS Executor started, threads: 16
[mavros_node-1] [INFO] [1784329933.750712119] [mavros.mavros]: Plugin actuator_control created
[mavros_node-1] [INFO] [1784329933.750739620] [mavros.mavros]: Plugin actuator_control initialized
[mavros_node-1] [INFO] [1784329933.762667387] [mavros.mavros]: Plugin adsb created
[mavros_node-1] [INFO] [1784329933.762694316] [mavros.mavros]: Plugin adsb initialized
[mavros_node-1] [INFO] [1784329933.765543813] [mavros.mavros]: Plugin altitude created
[mavros_node-1] [INFO] [1784329933.765565923] [mavros.mavros]: Plugin altitude initialized
[mavros_node-1] [INFO] [1784329933.768792472] [mavros.mavros]: Plugin cam_imu_sync created
[mavros_node-1] [INFO] [1784329933.768820299] [mavros.mavros]: Plugin cam_imu_sync initialized
[mavros_node-1] [INFO] [1784329933.772315446] [mavros.mavros]: Plugin camera created
[mavros_node-1] [INFO] [1784329933.772336776] [mavros.mavros]: Plugin camera initialized
[mavros_node-1] [INFO] [1784329933.775047727] [mavros.mavros]: Plugin cellular_status created
[mavros_node-1] [INFO] [1784329933.775066245] [mavros.mavros]: Plugin cellular_status initialized
[mavros_node-1] [INFO] [1784329933.779334576] [mavros.mavros]: Plugin command created
[mavros_node-1] [INFO] [1784329933.779356490] [mavros.mavros]: Plugin command initialized
[mavros_node-1] [INFO] [1784329933.782261202] [mavros.mavros]: Plugin companion_process_status created
[mavros_node-1] [INFO] [1784329933.782299554] [mavros.mavros]: Plugin companion_process_status initialized
[mavros_node-1] [INFO] [1784329933.786050231] [mavros.mavros]: Plugin debug_value created
