[INFO] [launch]: All log files can be found below /home/drone/.ros/log/2026-07-18-23-09-41-114844-drone-ASUS-TUF-Gaming-F15-FX507VV-FX507VV-124258
[INFO] [launch]: Default logging verbosity is set to INFO
[INFO] [mavros_node-1]: process started with pid [124259]
[mavros_node-1] [INFO] [1784412581.219147571] [mavros.mavros_node]: Starting mavros_node container
[mavros_node-1] [INFO] [1784412581.219196922] [mavros.mavros_node]: FCU URL: udp://:14540@127.0.0.1:14557
[mavros_node-1] [INFO] [1784412581.219202554] [mavros.mavros_node]: GCS URL: 
[mavros_node-1] [INFO] [1784412581.219205891] [mavros.mavros_node]: UAS Prefix: /uas1
[mavros_node-1] [INFO] [1784412581.219208720] [mavros.mavros_node]: Starting mavros router node
[mavros_node-1] [INFO] [1784412581.222245534] [mavros.mavros_router]: Built-in SIMD instructions: SSE, SSE2
[mavros_node-1] [INFO] [1784412581.222263790] [mavros.mavros_router]: Built-in MAVLink package version: 2026.3.3
[mavros_node-1] [INFO] [1784412581.222271575] [mavros.mavros_router]: Known MAVLink dialects: common ardupilotmega ASLUAV AVSSUAS all csAirLink cubepilot development icarous loweheiser marsh matrixpilot paparazzi standard stemstudios storm32 uAvionix ualberta
[mavros_node-1] [INFO] [1784412581.222275644] [mavros.mavros_router]: MAVROS Router started
[mavros_node-1] [INFO] [1784412581.222300960] [mavros.mavros_node]: Starting mavros uas node
[mavros_node-1] [INFO] [1784412581.241162184] [mavros.mavros_router]: Requested to add endpoint: type: 0, url: udp://:14540@127.0.0.1:14557
[mavros_node-1] [INFO] [1784412581.241195214] [mavros.mavros_router]: Endpoint link[1000] created
[mavros_node-1] [INFO] [1784412581.241431013] [mavros.mavros_router]: link[1000] opened successfully
[mavros_node-1] [INFO] [1784412581.241439554] [mavros.mavros_router]: Requested to add endpoint: type: 2, url: /uas1
[mavros_node-1] [INFO] [1784412581.241447448] [mavros.mavros_router]: Endpoint link[1001] created
[mavros_node-1] [INFO] [1784412581.242329167] [mavros.mavros_router]: link[1001] opened successfully
[mavros_node-1] [INFO] [1784412581.244122746] [mavros.mavros_router]: link[1000] detected remote address 1.1
[mavros_node-1] [INFO] [1784412581.251257232] [mavros.mavros]: UAS Executor started, threads: 16
[mavros_node-1] [INFO] [1784412581.259935207] [mavros.mavros]: Plugin actuator_control created
[mavros_node-1] [INFO] [1784412581.259965910] [mavros.mavros]: Plugin actuator_control initialized
[mavros_node-1] [INFO] [1784412581.271606312] [mavros.mavros]: Plugin adsb created
[mavros_node-1] [INFO] [1784412581.271637285] [mavros.mavros]: Plugin adsb initialized
[mavros_node-1] [INFO] [1784412581.274195892] [mavros.mavros]: Plugin altitude created
[mavros_node-1] [INFO] [1784412581.274218723] [mavros.mavros]: Plugin altitude initialized
[mavros_node-1] [INFO] [1784412581.277053683] [mavros.mavros]: Plugin cam_imu_sync created
[mavros_node-1] [INFO] [1784412581.277077038] [mavros.mavros]: Plugin cam_imu_sync initialized
[mavros_node-1] [INFO] [1784412581.280419231] [mavros.mavros]: Plugin camera created
[mavros_node-1] [INFO] [1784412581.280447574] [mavros.mavros]: Plugin camera initialized
[mavros_node-1] [INFO] [1784412581.283050477] [mavros.mavros]: Plugin cellular_status created
[mavros_node-1] [INFO] [1784412581.283067997] [mavros.mavros]: Plugin cellular_status initialized
[mavros_node-1] [INFO] [1784412581.287020682] [mavros.mavros]: Plugin command created
[mavros_node-1] [INFO] [1784412581.287044929] [mavros.mavros]: Plugin command initialized
[mavros_node-1] [INFO] [1784412581.289883779] [mavros.mavros]: Plugin companion_process_status created
[mavros_node-1] [INFO] [1784412581.289900131] [mavros.mavros]: Plugin companion_process_status initialized
[mavros_node-1] [INFO] [1784412581.293183775] [mavros.mavros]: Plugin debug_value created
[mavros_node-1] [INFO] [1784412581.293213160] [mavros.mavros]: Plugin debug_value initialized
[mavros_node-1] [INFO] [1784412581.293217880] [mavros.mavros]: Plugin distance_sensor ignored
[mavros_node-1] [INFO] [1784412581.296827700] [mavros.mavros]: Plugin esc_status created
[mavros_node-1] [INFO] [1784412581.296869597] [mavros.mavros]: Plugin esc_status initialized
[mavros_node-1] [INFO] [1784412581.300079325] [mavros.mavros]: Plugin esc_telemetry created
[mavros_node-1] [INFO] [1784412581.300106351] [mavros.mavros]: Plugin esc_telemetry initialized
[mavros_node-1] [INFO] [1784412581.303922802] [mavros.mavros]: Plugin fake_gps created
[mavros_node-1] [INFO] [1784412581.303940010] [mavros.mavros]: Plugin fake_gps initialized
[mavros_node-1] [INFO] [1784412581.309539291] [mavros.mavros]: Plugin ftp created
[mavros_node-1] [INFO] [1784412581.309568370] [mavros.mavros]: Plugin ftp initialized
[mavros_node-1] [INFO] [1784412581.314573351] [mavros.mavros]: Plugin geofence created
[mavros_node-1] [INFO] [1784412581.314627036] [mavros.mavros]: Plugin geofence initialized
[mavros_node-1] [INFO] [1784412581.324947159] [mavros.mavros]: Plugin gimbal_control created
[mavros_node-1] [INFO] [1784412581.325007890] [mavros.mavros]: Plugin gimbal_control initialized
[mavros_node-1] [INFO] [1784412581.338252704] [mavros.mavros]: Plugin global_position created
[mavros_node-1] [INFO] [1784412581.338340936] [mavros.mavros]: Plugin global_position initialized
[mavros_node-1] [INFO] [1784412581.344276532] [mavros.mavros]: Plugin gps_input created
[mavros_node-1] [INFO] [1784412581.344305816] [mavros.mavros]: Plugin gps_input initialized
[mavros_node-1] [INFO] [1784412581.349174491] [mavros.mavros]: Plugin gps_rtk created
[mavros_node-1] [INFO] [1784412581.349221320] [mavros.mavros]: Plugin gps_rtk initialized
[mavros_node-1] [INFO] [1784412581.353697957] [mavros.mavros]: Plugin gps_status created
[mavros_node-1] [INFO] [1784412581.353746057] [mavros.mavros]: Plugin gps_status initialized
[mavros_node-1] [INFO] [1784412581.357759214] [mavros.mavros]: Plugin guided_target created
[mavros_node-1] [INFO] [1784412581.357821695] [mavros.mavros]: Plugin guided_target initialized
[mavros_node-1] [INFO] [1784412581.363977034] [mavros.mavros]: Plugin hil created
[mavros_node-1] [INFO] [1784412581.364014404] [mavros.mavros]: Plugin hil initialized
[mavros_node-1] [INFO] [1784412581.369283621] [mavros.mavros]: Plugin home_position created
[mavros_node-1] [INFO] [1784412581.369383661] [mavros.mavros]: Plugin home_position initialized
[mavros_node-1] [INFO] [1784412581.378828092] [mavros.mavros]: Plugin imu created
[mavros_node-1] [INFO] [1784412581.378964105] [mavros.mavros]: Plugin imu initialized
[mavros_node-1] [INFO] [1784412581.387610880] [mavros.mavros]: Plugin landing_target created
[mavros_node-1] [INFO] [1784412581.387645975] [mavros.mavros]: Plugin landing_target initialized
[mavros_node-1] [INFO] [1784412581.393716393] [mavros.mavros]: Plugin local_position created
[mavros_node-1] [INFO] [1784412581.393751199] [mavros.mavros]: Plugin local_position initialized
[mavros_node-1] [INFO] [1784412581.400404499] [mavros.mavros]: Plugin log_transfer created
[mavros_node-1] [INFO] [1784412581.400439687] [mavros.mavros]: Plugin log_transfer initialized
[mavros_node-1] [INFO] [1784412581.405155144] [mavros.mavros]: Plugin mag_calibration_status created
[mavros_node-1] [INFO] [1784412581.405186768] [mavros.mavros]: Plugin mag_calibration_status initialized
[mavros_node-1] [INFO] [1784412581.410097337] [mavros.mavros]: Plugin manual_control created
[mavros_node-1] [INFO] [1784412581.410127809] [mavros.mavros]: Plugin manual_control initialized
[mavros_node-1] [INFO] [1784412581.415522785] [mavros.mavros]: Plugin mocap_pose_estimate created
[mavros_node-1] [INFO] [1784412581.415556496] [mavros.mavros]: Plugin mocap_pose_estimate initialized
[mavros_node-1] [INFO] [1784412581.421342359] [mavros.mavros]: Plugin mount_control created
[mavros_node-1] [INFO] [1784412581.421369383] [mavros.mavros]: Plugin mount_control initialized
[mavros_node-1] [INFO] [1784412581.426353916] [mavros.mavros]: Plugin nav_controller_output created
[mavros_node-1] [INFO] [1784412581.426380164] [mavros.mavros]: Plugin nav_controller_output initialized
[mavros_node-1] [INFO] [1784412581.433270355] [mavros.mavros]: Plugin obstacle_distance created
[mavros_node-1] [INFO] [1784412581.433309171] [mavros.mavros]: Plugin obstacle_distance initialized
[mavros_node-1] [INFO] [1784412581.442271254] [mavros.mavros]: Plugin obstacle_distance_3d created
[mavros_node-1] [INFO] [1784412581.442300223] [mavros.mavros]: Plugin obstacle_distance_3d initialized
[mavros_node-1] [INFO] [1784412581.453500653] [mavros.mavros]: Plugin odometry created
[mavros_node-1] [INFO] [1784412581.453559511] [mavros.mavros]: Plugin odometry initialized
[mavros_node-1] [INFO] [1784412581.459619168] [mavros.mavros]: Plugin onboard_computer_status created
[mavros_node-1] [INFO] [1784412581.459648154] [mavros.mavros]: Plugin onboard_computer_status initialized
[mavros_node-1] [INFO] [1784412581.467814343] [mavros.mavros]: Plugin open_drone_id created
[mavros_node-1] [INFO] [1784412581.467845559] [mavros.mavros]: Plugin open_drone_id initialized
[mavros_node-1] [INFO] [1784412581.474425167] [mavros.mavros]: Plugin optical_flow created
[mavros_node-1] [INFO] [1784412581.474458683] [mavros.mavros]: Plugin optical_flow initialized
[mavros_node-1] [INFO] [1784412581.481571553] [mavros.mavros]: Plugin param created
[mavros_node-1] [INFO] [1784412581.481610020] [mavros.mavros]: Plugin param initialized
[mavros_node-1] [INFO] [1784412581.487517090] [mavros.mavros]: Plugin play_tune created
[mavros_node-1] [INFO] [1784412581.487544270] [mavros.mavros]: Plugin play_tune initialized
[mavros_node-1] [INFO] [1784412581.494898816] [mavros.mavros]: Plugin px4flow created
[mavros_node-1] [INFO] [1784412581.494938787] [mavros.mavros]: Plugin px4flow initialized
[mavros_node-1] [INFO] [1784412581.502793094] [mavros.mavros]: Plugin rallypoint created
[mavros_node-1] [INFO] [1784412581.502870937] [mavros.mavros]: Plugin rallypoint initialized
[mavros_node-1] [INFO] [1784412581.502877398] [mavros.mavros]: Plugin rangefinder ignored
[mavros_node-1] [INFO] [1784412581.509575289] [mavros.mavros]: Plugin rc_io created
[mavros_node-1] [INFO] [1784412581.509630563] [mavros.mavros]: Plugin rc_io initialized
[mavros_node-1] [INFO] [1784412581.516812586] [mavros.mavros]: Plugin setpoint_accel created
[mavros_node-1] [INFO] [1784412581.516841607] [mavros.mavros]: Plugin setpoint_accel initialized
[mavros_node-1] [INFO] [1784412581.523640224] [mavros.mavros]: Plugin setpoint_attitude created
[mavros_node-1] [INFO] [1784412581.523679077] [mavros.mavros]: Plugin setpoint_attitude initialized
[mavros_node-1] [INFO] [1784412581.531950586] [mavros.mavros]: Plugin setpoint_position created
[mavros_node-1] [INFO] [1784412581.531981722] [mavros.mavros]: Plugin setpoint_position initialized
[mavros_node-1] [INFO] [1784412581.540733234] [mavros.mavros]: Plugin setpoint_raw created
[mavros_node-1] [INFO] [1784412581.540766591] [mavros.mavros]: Plugin setpoint_raw initialized
