[INFO] [launch]: All log files can be found below /home/drone/.ros/log/2026-07-18-22-35-44-930926-drone-ASUS-TUF-Gaming-F15-FX507VV-FX507VV-116580
[INFO] [launch]: Default logging verbosity is set to INFO
[INFO] [mavros_node-1]: process started with pid [116581]
[mavros_node-1] [INFO] [1784410545.035250095] [mavros.mavros_node]: Starting mavros_node container
[mavros_node-1] [INFO] [1784410545.035300467] [mavros.mavros_node]: FCU URL: udp://:14540@127.0.0.1:14557
[mavros_node-1] [INFO] [1784410545.035305416] [mavros.mavros_node]: GCS URL: 
[mavros_node-1] [INFO] [1784410545.035308512] [mavros.mavros_node]: UAS Prefix: /uas1
[mavros_node-1] [INFO] [1784410545.035311396] [mavros.mavros_node]: Starting mavros router node
[mavros_node-1] [INFO] [1784410545.038427947] [mavros.mavros_router]: Built-in SIMD instructions: SSE, SSE2
[mavros_node-1] [INFO] [1784410545.038443285] [mavros.mavros_router]: Built-in MAVLink package version: 2026.3.3
[mavros_node-1] [INFO] [1784410545.038452198] [mavros.mavros_router]: Known MAVLink dialects: common ardupilotmega ASLUAV AVSSUAS all csAirLink cubepilot development icarous loweheiser marsh matrixpilot paparazzi standard stemstudios storm32 uAvionix ualberta
[mavros_node-1] [INFO] [1784410545.038456284] [mavros.mavros_router]: MAVROS Router started
[mavros_node-1] [INFO] [1784410545.038482663] [mavros.mavros_node]: Starting mavros uas node
[mavros_node-1] [INFO] [1784410545.059541427] [mavros.mavros_router]: Requested to add endpoint: type: 0, url: udp://:14540@127.0.0.1:14557
[mavros_node-1] [INFO] [1784410545.059575684] [mavros.mavros_router]: Endpoint link[1000] created
[mavros_node-1] [INFO] [1784410545.059834875] [mavros.mavros_router]: link[1000] opened successfully
[mavros_node-1] [INFO] [1784410545.059845873] [mavros.mavros_router]: Requested to add endpoint: type: 2, url: /uas1
[mavros_node-1] [INFO] [1784410545.059855513] [mavros.mavros_router]: Endpoint link[1001] created
[mavros_node-1] [INFO] [1784410545.060753349] [mavros.mavros_router]: link[1001] opened successfully
[mavros_node-1] [INFO] [1784410545.062029894] [mavros.mavros_router]: link[1000] detected remote address 1.1
[mavros_node-1] [INFO] [1784410545.069654124] [mavros.mavros]: UAS Executor started, threads: 16
[mavros_node-1] [INFO] [1784410545.080048567] [mavros.mavros]: Plugin actuator_control created
[mavros_node-1] [INFO] [1784410545.080082925] [mavros.mavros]: Plugin actuator_control initialized
[mavros_node-1] [INFO] [1784410545.091037823] [mavros.mavros]: Plugin adsb created
[mavros_node-1] [INFO] [1784410545.091061785] [mavros.mavros]: Plugin adsb initialized
[mavros_node-1] [INFO] [1784410545.093650085] [mavros.mavros]: Plugin altitude created
[mavros_node-1] [INFO] [1784410545.093668911] [mavros.mavros]: Plugin altitude initialized
[mavros_node-1] [INFO] [1784410545.096697056] [mavros.mavros]: Plugin cam_imu_sync created
[mavros_node-1] [INFO] [1784410545.096723602] [mavros.mavros]: Plugin cam_imu_sync initialized
[mavros_node-1] [INFO] [1784410545.099361107] [mavros.mavros]: Plugin camera created
[mavros_node-1] [INFO] [1784410545.099402509] [mavros.mavros]: Plugin camera initialized
[mavros_node-1] [INFO] [1784410545.102031307] [mavros.mavros]: Plugin cellular_status created
[mavros_node-1] [INFO] [1784410545.102053276] [mavros.mavros]: Plugin cellular_status initialized
