[INFO] [launch]: All log files can be found below /home/drone/.ros/log/2026-07-18-23-07-51-200121-drone-ASUS-TUF-Gaming-F15-FX507VV-FX507VV-123680
[INFO] [launch]: Default logging verbosity is set to INFO
[INFO] [mavros_node-1]: process started with pid [123681]
[mavros_node-1] [INFO] [1784412471.298263841] [mavros.mavros_node]: Starting mavros_node container
[mavros_node-1] [INFO] [1784412471.298310783] [mavros.mavros_node]: FCU URL: udp://:14540@127.0.0.1:14557
[mavros_node-1] [INFO] [1784412471.298315802] [mavros.mavros_node]: GCS URL: 
[mavros_node-1] [INFO] [1784412471.298318667] [mavros.mavros_node]: UAS Prefix: /uas1
[mavros_node-1] [INFO] [1784412471.298321401] [mavros.mavros_node]: Starting mavros router node
[mavros_node-1] [INFO] [1784412471.301308000] [mavros.mavros_router]: Built-in SIMD instructions: SSE, SSE2
[mavros_node-1] [INFO] [1784412471.301326240] [mavros.mavros_router]: Built-in MAVLink package version: 2026.3.3
[mavros_node-1] [INFO] [1784412471.301333521] [mavros.mavros_router]: Known MAVLink dialects: common ardupilotmega ASLUAV AVSSUAS all csAirLink cubepilot development icarous loweheiser marsh matrixpilot paparazzi standard stemstudios storm32 uAvionix ualberta
[mavros_node-1] [INFO] [1784412471.301337036] [mavros.mavros_router]: MAVROS Router started
[mavros_node-1] [INFO] [1784412471.301360844] [mavros.mavros_node]: Starting mavros uas node
[mavros_node-1] [INFO] [1784412471.318723064] [mavros.mavros_router]: Requested to add endpoint: type: 0, url: udp://:14540@127.0.0.1:14557
[mavros_node-1] [INFO] [1784412471.318759415] [mavros.mavros_router]: Endpoint link[1000] created
[mavros_node-1] [INFO] [1784412471.319063711] [mavros.mavros_router]: link[1000] opened successfully
[mavros_node-1] [INFO] [1784412471.319081933] [mavros.mavros_router]: Requested to add endpoint: type: 2, url: /uas1
[mavros_node-1] [INFO] [1784412471.319096086] [mavros.mavros_router]: Endpoint link[1001] created
[mavros_node-1] [INFO] [1784412471.320008550] [mavros.mavros_router]: link[1001] opened successfully
[mavros_node-1] [INFO] [1784412471.326655956] [mavros.mavros_router]: link[1000] detected remote address 1.1
[mavros_node-1] [INFO] [1784412471.328846227] [mavros.mavros]: UAS Executor started, threads: 16
[mavros_node-1] [INFO] [1784412471.337117511] [mavros.mavros]: Plugin actuator_control created
[mavros_node-1] [INFO] [1784412471.337146412] [mavros.mavros]: Plugin actuator_control initialized
[mavros_node-1] [INFO] [1784412471.348170168] [mavros.mavros]: Plugin adsb created
[mavros_node-1] [INFO] [1784412471.348194838] [mavros.mavros]: Plugin adsb initialized
[mavros_node-1] [INFO] [1784412471.350581651] [mavros.mavros]: Plugin altitude created
[mavros_node-1] [INFO] [1784412471.350601487] [mavros.mavros]: Plugin altitude initialized
[mavros_node-1] [INFO] [1784412471.352968822] [mavros.mavros]: Plugin cam_imu_sync created
[mavros_node-1] [INFO] [1784412471.352987491] [mavros.mavros]: Plugin cam_imu_sync initialized
[mavros_node-1] [INFO] [1784412471.355941664] [mavros.mavros]: Plugin camera created
[mavros_node-1] [INFO] [1784412471.355973207] [mavros.mavros]: Plugin camera initialized
