[INFO] [launch]: All log files can be found below /home/drone/.ros/log/2026-07-18-00-06-44-116329-drone-ASUS-TUF-Gaming-F15-FX507VV-FX507VV-100568
[INFO] [launch]: Default logging verbosity is set to INFO
[INFO] [mavros_node-1]: process started with pid [100569]
[mavros_node-1] [INFO] [1784329604.213282755] [mavros.mavros_node]: Starting mavros_node container
[mavros_node-1] [INFO] [1784329604.213452298] [mavros.mavros_node]: FCU URL: udp://:14540@127.0.0.1:14557
[mavros_node-1] [INFO] [1784329604.213458035] [mavros.mavros_node]: GCS URL: 
[mavros_node-1] [INFO] [1784329604.213461406] [mavros.mavros_node]: UAS Prefix: /uas1
[mavros_node-1] [INFO] [1784329604.213464169] [mavros.mavros_node]: Starting mavros router node
[mavros_node-1] [INFO] [1784329604.216495286] [mavros.mavros_router]: Built-in SIMD instructions: SSE, SSE2
[mavros_node-1] [INFO] [1784329604.216508195] [mavros.mavros_router]: Built-in MAVLink package version: 2026.3.3
[mavros_node-1] [INFO] [1784329604.216515990] [mavros.mavros_router]: Known MAVLink dialects: common ardupilotmega ASLUAV AVSSUAS all csAirLink cubepilot development icarous loweheiser marsh matrixpilot paparazzi standard stemstudios storm32 uAvionix ualberta
[mavros_node-1] [INFO] [1784329604.216519848] [mavros.mavros_router]: MAVROS Router started
[mavros_node-1] [INFO] [1784329604.216542454] [mavros.mavros_node]: Starting mavros uas node
[mavros_node-1] [INFO] [1784329604.234280344] [mavros.mavros_router]: Requested to add endpoint: type: 0, url: udp://:14540@127.0.0.1:14557
[mavros_node-1] [INFO] [1784329604.234312828] [mavros.mavros_router]: Endpoint link[1000] created
[mavros_node-1] [INFO] [1784329604.234539017] [mavros.mavros_router]: link[1000] opened successfully
[mavros_node-1] [INFO] [1784329604.234547463] [mavros.mavros_router]: Requested to add endpoint: type: 2, url: /uas1
[mavros_node-1] [INFO] [1784329604.234555769] [mavros.mavros_router]: Endpoint link[1001] created
[mavros_node-1] [INFO] [1784329604.235423841] [mavros.mavros_router]: link[1001] opened successfully
[mavros_node-1] [INFO] [1784329604.237089902] [mavros.mavros_router]: link[1000] detected remote address 1.1
[mavros_node-1] [INFO] [1784329604.244387504] [mavros.mavros]: UAS Executor started, threads: 16
[mavros_node-1] [INFO] [1784329604.252736497] [mavros.mavros]: Plugin actuator_control created
[mavros_node-1] [INFO] [1784329604.252759864] [mavros.mavros]: Plugin actuator_control initialized
[mavros_node-1] [INFO] [1784329604.263644672] [mavros.mavros]: Plugin adsb created
[mavros_node-1] [INFO] [1784329604.263665687] [mavros.mavros]: Plugin adsb initialized
[mavros_node-1] [INFO] [1784329604.266046004] [mavros.mavros]: Plugin altitude created
[mavros_node-1] [INFO] [1784329604.266064791] [mavros.mavros]: Plugin altitude initialized
[mavros_node-1] [INFO] [1784329604.268433237] [mavros.mavros]: Plugin cam_imu_sync created
[mavros_node-1] [INFO] [1784329604.268451354] [mavros.mavros]: Plugin cam_imu_sync initialized
[mavros_node-1] [INFO] [1784329604.270903883] [mavros.mavros]: Plugin camera created
[mavros_node-1] [INFO] [1784329604.270921491] [mavros.mavros]: Plugin camera initialized
[mavros_node-1] [INFO] [1784329604.273432739] [mavros.mavros]: Plugin cellular_status created
[mavros_node-1] [INFO] [1784329604.273454371] [mavros.mavros]: Plugin cellular_status initialized
[mavros_node-1] [INFO] [1784329604.277289720] [mavros.mavros]: Plugin command created
[mavros_node-1] [INFO] [1784329604.277314675] [mavros.mavros]: Plugin command initialized
[mavros_node-1] [INFO] [1784329604.280037567] [mavros.mavros]: Plugin companion_process_status created
[mavros_node-1] [INFO] [1784329604.280053220] [mavros.mavros]: Plugin companion_process_status initialized
[mavros_node-1] [INFO] [1784329604.283208722] [mavros.mavros]: Plugin debug_value created
[mavros_node-1] [INFO] [1784329604.283232549] [mavros.mavros]: Plugin debug_value initialized
[mavros_node-1] [INFO] [1784329604.283237493] [mavros.mavros]: Plugin distance_sensor ignored
[mavros_node-1] [INFO] [1784329604.286237953] [mavros.mavros]: Plugin esc_status created
[mavros_node-1] [INFO] [1784329604.286257804] [mavros.mavros]: Plugin esc_status initialized
[mavros_node-1] [INFO] [1784329604.289227634] [mavros.mavros]: Plugin esc_telemetry created
[mavros_node-1] [INFO] [1784329604.289250115] [mavros.mavros]: Plugin esc_telemetry initialized
[mavros_node-1] [INFO] [1784329604.292997578] [mavros.mavros]: Plugin fake_gps created
[mavros_node-1] [INFO] [1784329604.293021038] [mavros.mavros]: Plugin fake_gps initialized
[mavros_node-1] [INFO] [1784329604.298212658] [mavros.mavros]: Plugin ftp created
[mavros_node-1] [INFO] [1784329604.298235016] [mavros.mavros]: Plugin ftp initialized
[mavros_node-1] [INFO] [1784329604.302167867] [mavros.mavros]: Plugin geofence created
[mavros_node-1] [INFO] [1784329604.302195502] [mavros.mavros]: Plugin geofence initialized
