[INFO] [launch]: All log files can be found below /home/drone/.ros/log/2026-07-18-22-44-58-037504-drone-ASUS-TUF-Gaming-F15-FX507VV-FX507VV-119883
[INFO] [launch]: Default logging verbosity is set to INFO
[INFO] [mavros_node-1]: process started with pid [119884]
[mavros_node-1] [INFO] [1784411098.148111467] [mavros.mavros_node]: Starting mavros_node container
[mavros_node-1] [INFO] [1784411098.148172591] [mavros.mavros_node]: FCU URL: udp://:14540@127.0.0.1:14557
[mavros_node-1] [INFO] [1784411098.148177957] [mavros.mavros_node]: GCS URL: 
[mavros_node-1] [INFO] [1784411098.148181481] [mavros.mavros_node]: UAS Prefix: /uas1
[mavros_node-1] [INFO] [1784411098.148184635] [mavros.mavros_node]: Starting mavros router node
[mavros_node-1] [INFO] [1784411098.152540032] [mavros.mavros_router]: Built-in SIMD instructions: SSE, SSE2
[mavros_node-1] [INFO] [1784411098.152563055] [mavros.mavros_router]: Built-in MAVLink package version: 2026.3.3
[mavros_node-1] [INFO] [1784411098.152575343] [mavros.mavros_router]: Known MAVLink dialects: common ardupilotmega ASLUAV AVSSUAS all csAirLink cubepilot development icarous loweheiser marsh matrixpilot paparazzi standard stemstudios storm32 uAvionix ualberta
[mavros_node-1] [INFO] [1784411098.152580948] [mavros.mavros_router]: MAVROS Router started
[mavros_node-1] [INFO] [1784411098.152616945] [mavros.mavros_node]: Starting mavros uas node
[mavros_node-1] [INFO] [1784411098.173471998] [mavros.mavros_router]: Requested to add endpoint: type: 0, url: udp://:14540@127.0.0.1:14557
[mavros_node-1] [INFO] [1784411098.173502751] [mavros.mavros_router]: Endpoint link[1000] created
[mavros_node-1] [INFO] [1784411098.173732581] [mavros.mavros_router]: link[1000] opened successfully
[mavros_node-1] [INFO] [1784411098.173740939] [mavros.mavros_router]: Requested to add endpoint: type: 2, url: /uas1
[mavros_node-1] [INFO] [1784411098.173749261] [mavros.mavros_router]: Endpoint link[1001] created
[mavros_node-1] [INFO] [1784411098.174684784] [mavros.mavros_router]: link[1001] opened successfully
[mavros_node-1] [INFO] [1784411098.178142866] [mavros.mavros_router]: link[1000] detected remote address 1.1
[mavros_node-1] [INFO] [1784411098.183564934] [mavros.mavros]: UAS Executor started, threads: 16
[mavros_node-1] [INFO] [1784411098.191943304] [mavros.mavros]: Plugin actuator_control created
[mavros_node-1] [INFO] [1784411098.191973081] [mavros.mavros]: Plugin actuator_control initialized
[mavros_node-1] [INFO] [1784411098.204753760] [mavros.mavros]: Plugin adsb created
[mavros_node-1] [INFO] [1784411098.204785138] [mavros.mavros]: Plugin adsb initialized
[mavros_node-1] [INFO] [1784411098.207196940] [mavros.mavros]: Plugin altitude created
[mavros_node-1] [INFO] [1784411098.207217333] [mavros.mavros]: Plugin altitude initialized
[mavros_node-1] [INFO] [1784411098.209891571] [mavros.mavros]: Plugin cam_imu_sync created
[mavros_node-1] [INFO] [1784411098.209916343] [mavros.mavros]: Plugin cam_imu_sync initialized
[mavros_node-1] [INFO] [1784411098.212920028] [mavros.mavros]: Plugin camera created
[mavros_node-1] [INFO] [1784411098.212943240] [mavros.mavros]: Plugin camera initialized
[mavros_node-1] [INFO] [1784411098.215646479] [mavros.mavros]: Plugin cellular_status created
[mavros_node-1] [INFO] [1784411098.215663071] [mavros.mavros]: Plugin cellular_status initialized
[mavros_node-1] [INFO] [1784411098.219534086] [mavros.mavros]: Plugin command created
[mavros_node-1] [INFO] [1784411098.219558070] [mavros.mavros]: Plugin command initialized
[mavros_node-1] [INFO] [1784411098.222279602] [mavros.mavros]: Plugin companion_process_status created
[mavros_node-1] [INFO] [1784411098.222309860] [mavros.mavros]: Plugin companion_process_status initialized
[mavros_node-1] [INFO] [1784411098.225612938] [mavros.mavros]: Plugin debug_value created
[mavros_node-1] [INFO] [1784411098.225639578] [mavros.mavros]: Plugin debug_value initialized
[mavros_node-1] [INFO] [1784411098.225644889] [mavros.mavros]: Plugin distance_sensor ignored
[mavros_node-1] [INFO] [1784411098.229243474] [mavros.mavros]: Plugin esc_status created
[mavros_node-1] [INFO] [1784411098.229271658] [mavros.mavros]: Plugin esc_status initialized
[mavros_node-1] [INFO] [1784411098.232604462] [mavros.mavros]: Plugin esc_telemetry created
[mavros_node-1] [INFO] [1784411098.232629895] [mavros.mavros]: Plugin esc_telemetry initialized
[mavros_node-1] [INFO] [1784411098.236530037] [mavros.mavros]: Plugin fake_gps created
[mavros_node-1] [INFO] [1784411098.236547248] [mavros.mavros]: Plugin fake_gps initialized
[mavros_node-1] [INFO] [1784411098.241917757] [mavros.mavros]: Plugin ftp created
[mavros_node-1] [INFO] [1784411098.241947438] [mavros.mavros]: Plugin ftp initialized
[mavros_node-1] [INFO] [1784411098.248226315] [mavros.mavros]: Plugin geofence created
[mavros_node-1] [INFO] [1784411098.248263902] [mavros.mavros]: Plugin geofence initialized
[mavros_node-1] [INFO] [1784411098.254358465] [mavros.mavros]: Plugin gimbal_control created
[mavros_node-1] [INFO] [1784411098.254391839] [mavros.mavros]: Plugin gimbal_control initialized
[mavros_node-1] [INFO] [1784411098.261001099] [mavros.mavros]: Plugin global_position created
[mavros_node-1] [INFO] [1784411098.261061464] [mavros.mavros]: Plugin global_position initialized
[mavros_node-1] [INFO] [1784411098.265231748] [mavros.mavros]: Plugin gps_input created
[mavros_node-1] [INFO] [1784411098.265268525] [mavros.mavros]: Plugin gps_input initialized
[mavros_node-1] [INFO] [1784411098.269540470] [mavros.mavros]: Plugin gps_rtk created
[mavros_node-1] [INFO] [1784411098.269564724] [mavros.mavros]: Plugin gps_rtk initialized
[mavros_node-1] [INFO] [1784411098.273956212] [mavros.mavros]: Plugin gps_status created
[mavros_node-1] [INFO] [1784411098.273986404] [mavros.mavros]: Plugin gps_status initialized
[mavros_node-1] [INFO] [1784411098.278457737] [mavros.mavros]: Plugin guided_target created
[mavros_node-1] [INFO] [1784411098.278490004] [mavros.mavros]: Plugin guided_target initialized
[mavros_node-1] [INFO] [1784411098.283820126] [mavros.mavros]: Plugin hil created
[mavros_node-1] [INFO] [1784411098.283853261] [mavros.mavros]: Plugin hil initialized
[mavros_node-1] [INFO] [1784411098.288564080] [mavros.mavros]: Plugin home_position created
[mavros_node-1] [INFO] [1784411098.288592277] [mavros.mavros]: Plugin home_position initialized
[mavros_node-1] [INFO] [1784411098.294331599] [mavros.mavros]: Plugin imu created
[mavros_node-1] [INFO] [1784411098.294378454] [mavros.mavros]: Plugin imu initialized
[mavros_node-1] [INFO] [1784411098.300130329] [mavros.mavros]: Plugin landing_target created
[mavros_node-1] [INFO] [1784411098.300167198] [mavros.mavros]: Plugin landing_target initialized
[mavros_node-1] [INFO] [1784411098.305826213] [mavros.mavros]: Plugin local_position created
[mavros_node-1] [INFO] [1784411098.305858928] [mavros.mavros]: Plugin local_position initialized
[mavros_node-1] [INFO] [1784411098.311816655] [mavros.mavros]: Plugin log_transfer created
[mavros_node-1] [INFO] [1784411098.311855180] [mavros.mavros]: Plugin log_transfer initialized
[mavros_node-1] [INFO] [1784411098.317125965] [mavros.mavros]: Plugin mag_calibration_status created
[mavros_node-1] [INFO] [1784411098.317166304] [mavros.mavros]: Plugin mag_calibration_status initialized
[mavros_node-1] [INFO] [1784411098.322141604] [mavros.mavros]: Plugin manual_control created
[mavros_node-1] [INFO] [1784411098.322190368] [mavros.mavros]: Plugin manual_control initialized
[mavros_node-1] [INFO] [1784411098.327583500] [mavros.mavros]: Plugin mocap_pose_estimate created
[mavros_node-1] [INFO] [1784411098.327612300] [mavros.mavros]: Plugin mocap_pose_estimate initialized
